,StartStation,ArriveStation,count,s_j,s_w,e_j,e_w,count_std
3329,辽宁朝阳,沈阳北,2,-1.0,-1.0,123.4424124,41.82534092,0.8062114010265249
3342,运城,唐山,2,110.9974318,35.03176109,118.1265712,39.63202776,0.8062114010265249
1086,周口东,上海虹桥,2,114.6720982,33.5849763,121.3270978,31.19997528,0.8062114010265249
1085,周口,广州,2,114.6720982,33.5849763,113.2641069,23.15467406,0.8062114010265249
1079,启东,上海虹桥,2,-1.0,-1.0,121.3270978,31.19997528,0.8062114010265249
3527,重庆北,杭州东,2,106.5574405,29.61373264,120.2193726,30.29735829,0.8062114010265249
3535,重庆北,福州,2,106.5574405,29.61373264,119.3265624,26.11982665,0.8062114010265249
1057,吉林,上海,2,126.5836551,43.8645571,121.4621369,31.25561813,0.8062114010265249
1082,启东,洛阳,2,-1.0,-1.0,112.4427408,34.69176726,0.8062114010265249
1058,吉林,上海虹桥,2,126.5836551,43.8645571,121.3270978,31.19997528,0.8062114010265249
3332,达坂城,乌鲁木齐,2,-1.0,-1.0,87.58966482,43.78527752,0.8062114010265249
1081,启东,杭州南,2,-1.0,-1.0,120.1894672,30.24987743,0.8062114010265249
1022,台州,长沙南,2,121.2966677,28.69159806,113.0718382,28.15265108,0.8062114010265249
3533,重庆北,潼南,2,106.5574405,29.61373264,105.8840284,30.22579,0.8062114010265249
1021,台州,杭州东,2,121.2966677,28.69159806,120.2193726,30.29735829,0.8062114010265249
1008,厦门北,郑州东,2,118.0805353,24.64265118,113.7855473,34.76545884,0.8062114010265249
1154,哈尔滨西,北京南,2,126.5844437,45.71280579,116.3854936,39.87101558,0.8062114010265249
1624,广州,广元,2,113.2641069,23.15467406,105.8280546,32.4563626,0.8062114010265249
1170,哈尔滨西,襄阳,2,126.5844437,45.71280579,112.1612316,32.06431898,0.8062114010265249
1152,哈尔滨西,包头,2,126.5844437,45.71280579,109.8423295,40.61247529,0.8062114010265249
1150,哈尔滨西,上海虹桥,2,126.5844437,45.71280579,121.3270978,31.19997528,0.8062114010265249
1621,广州,宁波,2,113.2641069,23.15467406,121.5428536,29.86758477,0.8062114010265249
1149,哈尔滨西,上海,2,126.5844437,45.71280579,121.4621369,31.25561813,0.8062114010265249
3552,重庆西,南充,2,106.435498,29.43649296,106.092104,30.81366245,0.8062114010265249
3355,连云港,南京南,2,119.1700137,34.61480282,118.8045165,31.97440034,0.8062114010265249
1563,岳阳东,惠东,2,113.2146284,29.37198588,114.8011515,22.84981957,0.8062114010265249
1009,厦门北,重庆北,2,118.0805353,24.64265118,106.5574405,29.61373264,0.8062114010265249
1010,厦门北,重庆西,2,118.0805353,24.64265118,106.435498,29.43649296,0.8062114010265249
1011,厦门北,长春,2,118.0805353,24.64265118,125.330733,43.91760214,0.8062114010265249
1012,厦门北,长沙南,2,118.0805353,24.64265118,113.0718382,28.15265108,0.8062114010265249
1129,哈尔滨,成都,2,126.638843,45.76694434,104.0797802,30.70361284,0.8062114010265249
1155,哈尔滨西,南京,2,126.5844437,45.71280579,118.8047545,32.09280914,0.8062114010265249
1157,哈尔滨西,大庆西,2,126.5844437,45.71280579,124.8926415,46.66245691,0.8062114010265249
1007,厦门北,郑州,2,118.0805353,24.64265118,113.6661637,34.75253549,0.8062114010265249
1623,广州,巴中,2,113.2641069,23.15467406,106.7723438,31.87921601,0.8062114010265249
1160,哈尔滨西,广州东,2,126.5844437,45.71280579,113.3311109,23.1559198,0.8062114010265249
1556,岚山西,济南西,2,-1.0,-1.0,116.8982263,36.67470433,0.8062114010265249
1161,哈尔滨西,延吉西,2,126.5844437,45.71280579,129.5034439,42.89294827,0.8062114010265249
1162,哈尔滨西,昆明,2,126.5844437,45.71280579,102.7283354,25.02160539,0.8062114010265249
3553,重庆西,南昌西,2,106.435498,29.43649296,115.7990731,28.62877887,0.8062114010265249
3499,都江堰,犀浦,2,103.6448454,30.9633232,103.9788295,30.76328592,0.8062114010265249
1163,哈尔滨西,杭州,2,126.5844437,45.71280579,120.1894672,30.24987743,0.8062114010265249
1164,哈尔滨西,武汉,2,126.5844437,45.71280579,114.4308852,30.61318746,0.8062114010265249
1166,哈尔滨西,海口,2,126.5844437,45.71280579,110.1689779,20.03367376,0.8062114010265249
1557,岢岚,宁武,2,111.587351,38.72476112,112.3255619,39.01241013,0.8062114010265249
1005,厦门北,贵阳北,2,118.0805353,24.64265118,106.7099004,26.56252613,0.8062114010265249
1165,哈尔滨西,泰州,2,126.5844437,45.71280579,119.986868,32.53532427,0.8062114010265249
3504,重庆,乌鲁木齐,2,106.5539902,29.5558374,87.58966482,43.78527752,0.8062114010265249
1171,哈尔滨西,通辽,2,126.5844437,45.71280579,122.2775491,43.61141876,0.8062114010265249
1564,岳阳东,深圳北,2,113.2146284,29.37198588,114.0354307,22.6155135,0.8062114010265249
1134,哈尔滨,绥化,2,126.638843,45.76694434,127.0222425,46.65026779,0.8062114010265249
1566,峨眉山,德阳,2,-1.0,-1.0,104.3965218,31.17206797,0.8062114010265249
3325,轩岗,原平,2,112.4376133,38.90032929,112.7347215,38.72546869,0.8062114010265249
1136,哈尔滨,邯郸,2,126.638843,45.76694434,114.4832224,36.60943951,0.8062114010265249
1017,古北口,北京北,2,-1.0,-1.0,116.3606506,39.9484103,0.8062114010265249
1173,哈尔滨西,重庆,2,126.5844437,45.71280579,106.5539902,29.5558374,0.8062114010265249
1019,台州,上海虹桥,2,121.2966677,28.69159806,121.3270978,31.19997528,0.8062114010265249
1132,哈尔滨,漠河,2,126.638843,45.76694434,122.5182917,52.99598278,0.8062114010265249
1016,双鸭山,鹤北,2,131.158816,46.65097316,130.4773678,47.54813066,0.8062114010265249
1617,广州,周口,2,113.2641069,23.15467406,114.6720982,33.5849763,0.8062114010265249
1175,哈尔滨西,齐齐哈尔,2,126.5844437,45.71280579,124.0014228,47.34600489,0.8062114010265249
3554,重庆西,厦门北,2,106.435498,29.43649296,118.0805353,24.64265118,0.8062114010265249
1131,哈尔滨,汉口,2,126.638843,45.76694434,-1.0,-1.0,0.8062114010265249
3351,运城北,青岛,2,110.9905591,35.10469381,120.3189288,36.07075992,0.8062114010265249
1176,唐山,临汾,2,118.1265712,39.63202776,111.5437259,36.09309013,0.8062114010265249
1003,厦门北,西安,2,118.0805353,24.64265118,108.9693181,34.28284366,0.8062114010265249
1137,哈尔滨,黑河,2,126.638843,45.76694434,127.5069495,50.23935742,0.8062114010265249
1571,峨眉山,绵阳,2,-1.0,-1.0,104.7239683,31.46498409,0.8062114010265249
1570,峨眉山,沙坪坝,2,-1.0,-1.0,-1.0,-1.0,0.8062114010265249
1172,哈尔滨西,郑州东,2,126.5844437,45.71280579,113.7855473,34.76545884,0.8062114010265249
3508,重庆,哈尔滨西,2,106.5539902,29.5558374,126.5844437,45.71280579,0.8062114010265249
3352,运城北,青岛北,2,110.9905591,35.10469381,120.3189288,36.07075992,0.8062114010265249
1569,峨眉山,江油,2,-1.0,-1.0,104.7760852,31.78764484,0.8062114010265249
3551,重庆西,南京南,2,106.435498,29.43649296,118.8045165,31.97440034,0.8062114010265249
1004,厦门北,西安北,2,118.0805353,24.64265118,108.9693181,34.28284366,0.8062114010265249
1139,哈尔滨,齐齐哈尔南,2,126.638843,45.76694434,124.0014228,47.34600489,0.8062114010265249
1619,广州,大连,2,113.2641069,23.15467406,121.639161,38.92851844,0.8062114010265249
3876,鸡西,大连,1,130.9846981,45.31028143,121.639161,38.92851844,0.3990173030914594
2885,石家庄,天津西,1,114.4909897,38.01654849,117.1699861,39.1642329,0.3990173030914594
2884,石家庄,南宁东,1,114.4909897,38.01654849,108.321642,22.83292908,0.3990173030914594
3322,赤峰南,北京,1,118.9662055,42.26257881,116.4337332,39.90979135,0.3990173030914594
2971,福田,北京西,1,-1.0,-1.0,116.3275639,39.90092693,0.3990173030914594
3390,通辽,山海关,1,122.2775491,43.61141876,119.7738814,40.00667542,0.3990173030914594
3956,龙川,广州东,1,115.2440228,24.11807124,113.3311109,23.1559198,0.3990173030914594
3388,通辽,大连,1,122.2775491,43.61141876,121.639161,38.92851844,0.3990173030914594
3874,马鞍山东,南京南,1,118.5086646,31.71353264,118.8045165,31.97440034,0.3990173030914594
3872,香坊,东方红,1,126.6859557,45.72713376,133.0971409,46.21228152,0.3990173030914594
3957,龙川,深圳,1,115.2440228,24.11807124,114.1236341,22.53793636,0.3990173030914594
2978,福田,深圳北,1,-1.0,-1.0,114.0354307,22.6155135,0.3990173030914594
3333,达州,安康,1,107.4596849,31.20454223,109.0240234,32.71818211,0.3990173030914594
3389,通辽,大连北,1,122.2775491,43.61141876,121.6138656,39.02285489,0.3990173030914594
3873,香港西九龙,福田,1,-1.0,-1.0,-1.0,-1.0,0.3990173030914594
3328,辽宁朝阳,沈阳,1,-1.0,-1.0,123.3998531,41.80100261,0.3990173030914594
3282,贵阳北,深圳北,1,106.7099004,26.56252613,114.0354307,22.6155135,0.3990173030914594
3864,鞍山西,沈阳,1,122.921946,41.12379456,123.3998531,41.80100261,0.3990173030914594
2975,福田,成都东,1,-1.0,-1.0,104.1477187,30.63513395,0.3990173030914594
2976,福田,梅州西,1,-1.0,-1.0,116.1377335,24.26543276,0.3990173030914594
3277,贵阳北,武汉,1,106.7099004,26.56252613,114.4308852,30.61318746,0.3990173030914594
3862,鞍山,北京,1,122.9927905,41.11806998,116.4337332,39.90979135,0.3990173030914594
3863,鞍山,沈阳北,1,122.9927905,41.11806998,123.4424124,41.82534092,0.3990173030914594
3879,鹤岗,东京城,1,130.2906884,47.34645636,129.231692,44.12392137,0.3990173030914594
3326,辽宁朝阳,丹东,1,-1.0,-1.0,124.3945562,40.13060834,0.3990173030914594
3279,贵阳北,江油,1,106.7099004,26.56252613,104.7760852,31.78764484,0.3990173030914594
3324,赤峰南,四合永,1,118.9662055,42.26257881,117.840438,41.81407382,0.3990173030914594
3276,贵阳北,梧州南,1,106.7099004,26.56252613,111.229257,23.39902825,0.3990173030914594
3275,贵阳北,杭州东,1,106.7099004,26.56252613,120.2193726,30.29735829,0.3990173030914594
2888,石家庄,广州,1,114.4909897,38.01654849,113.2641069,23.15467406,0.3990173030914594
3865,韩城,临汾,1,110.4483387,35.49005041,111.5437259,36.09309013,0.3990173030914594
3392,通辽,昌平北,1,122.2775491,43.61141876,116.2395661,40.23754638,0.3990173030914594
2973,福田,广州北,1,-1.0,-1.0,113.2110571,23.38276453,0.3990173030914594
2894,石家庄,深圳北,1,114.4909897,38.01654849,114.0354307,22.6155135,0.3990173030914594
3946,龙山北,长沙,1,117.9711032,40.15135806,113.019607,28.19959597,0.3990173030914594
3866,韩城,北京,1,110.4483387,35.49005041,116.4337332,39.90979135,0.3990173030914594
3323,赤峰南,叶柏寿,1,118.9662055,42.26257881,119.6493613,41.39857483,0.3990173030914594
2895,石家庄,烟台,1,114.4909897,38.01654849,121.3893737,37.55444989,0.3990173030914594
3859,青岛西,济南西,1,120.3189288,36.07075992,116.8982263,36.67470433,0.3990173030914594
2972,福田,南宁东,1,-1.0,-1.0,108.321642,22.83292908,0.3990173030914594
3331,辽阳,本溪,1,123.1751501,41.28761895,123.7740303,41.33369759,0.3990173030914594
3868,额济纳,呼和浩特,1,101.0408282,41.90462529,-1.0,-1.0,0.3990173030914594
3869,风陵渡,临汾,1,110.3169825,34.63790298,111.5437259,36.09309013,0.3990173030914594
2897,石家庄,盐城,1,114.4909897,38.01654849,120.1804398,33.38881313,0.3990173030914594
3930,齐齐哈尔,满洲里,1,124.0014228,47.34600489,117.4569304,49.59055304,0.3990173030914594
2907,石家庄北,阳泉,1,114.4719005,38.072183,113.5987783,37.86238837,0.3990173030914594
2899,石家庄,荣成,1,114.4909897,38.01654849,-1.0,-1.0,0.3990173030914594
2946,福州,温州南,1,119.3265624,26.11982665,120.5915271,27.9719922,0.3990173030914594
3369,连云港东,徐州,1,119.1700137,34.61480282,117.2139913,34.27110015,0.3990173030914594
2920,福州,北京,1,119.3265624,26.11982665,116.4337332,39.90979135,0.3990173030914594
3914,齐齐哈尔,三间房,1,124.0014228,47.34600489,123.8501076,47.10468894,0.3990173030914594
3913,黑河,大连,1,127.5069495,50.23935742,121.639161,38.92851844,0.3990173030914594
3297,赣州,南昌,1,114.9709611,25.82482479,115.9255942,28.66836716,0.3990173030914594
2944,福州,济南西,1,119.3265624,26.11982665,116.8982263,36.67470433,0.3990173030914594
3911,黄山北,蚌埠南,1,118.2798059,29.81957795,117.4482067,32.90790119,0.3990173030914594
2918,福州,九江,1,119.3265624,26.11982665,116.0122543,29.71100469,0.3990173030914594
2945,福州,深圳北,1,119.3265624,26.11982665,114.0354307,22.6155135,0.3990173030914594
3936,齐齐哈尔南,北京,1,124.0014228,47.34600489,116.4337332,39.90979135,0.3990173030914594
2916,福州,上饶,1,119.3265624,26.11982665,118.0140937,28.49661068,0.3990173030914594
3308,赣州西,北京西,1,114.9709611,25.82482479,116.3275639,39.90092693,0.3990173030914594
3311,赣州西,景德镇北,1,114.9709611,25.82482479,117.2283707,29.29119463,0.3990173030914594
3312,赣州西,杭州东,1,114.9709611,25.82482479,120.2193726,30.29735829,0.3990173030914594
3350,运城北,西安北,1,110.9905591,35.10469381,108.9693181,34.28284366,0.3990173030914594
3938,齐齐哈尔南,哈尔滨,1,124.0014228,47.34600489,126.638843,45.76694434,0.3990173030914594
3372,通化,临江,1,125.9865807,41.75955854,-1.0,-1.0,0.3990173030914594
3313,赣州西,武汉,1,114.9709611,25.82482479,114.4308852,30.61318746,0.3990173030914594
3907,黄山北,扬州,1,118.2798059,29.81957795,119.3576869,32.39546206,0.3990173030914594
2950,福州,诏安,1,119.3265624,26.11982665,117.1053059,23.7782777,0.3990173030914594
2913,神木,西安,1,110.4943728,38.86698471,108.9693181,34.28284366,0.3990173030914594
3906,黄山北,徐州东,1,118.2798059,29.81957795,117.3097118,34.27266147,0.3990173030914594
2942,福州,泰宁,1,119.3265624,26.11982665,117.1598648,26.93253572,0.3990173030914594
2922,福州,南京,1,119.3265624,26.11982665,118.8047545,32.09280914,0.3990173030914594
3904,黄山北,常州,1,118.2798059,29.81957795,119.9796455,31.79153653,0.3990173030914594
3925,齐齐哈尔,富拉尔基,1,124.0014228,47.34600489,123.6525359,47.21668805,0.3990173030914594
2930,福州,呼和浩特东,1,119.3265624,26.11982665,-1.0,-1.0,0.3990173030914594
2931,福州,天津西,1,119.3265624,26.11982665,117.1699861,39.1642329,0.3990173030914594
3359,连云港,温州南,1,119.1700137,34.61480282,120.5915271,27.9719922,0.3990173030914594
3931,齐齐哈尔,碾子山,1,124.0014228,47.34600489,122.8900826,47.52128304,0.3990173030914594
3928,齐齐哈尔,泰来,1,124.0014228,47.34600489,123.4186147,46.39834809,0.3990173030914594
2927,福州,南昌西,1,119.3265624,26.11982665,115.7990731,28.62877887,0.3990173030914594
3358,连云港,济南东,1,119.1700137,34.61480282,117.0361065,36.6868321,0.3990173030914594
2933,福州,建宁县北,1,119.3265624,26.11982665,116.877675,26.92163595,0.3990173030914594
2934,福州,徐州,1,119.3265624,26.11982665,117.2139913,34.27110015,0.3990173030914594
3926,齐齐哈尔,扎兰屯,1,124.0014228,47.34600489,122.7501346,48.02334308,0.3990173030914594
3302,赣州,瑞金,1,114.9709611,25.82482479,116.0616941,25.8699069,0.3990173030914594
3307,赣州西,九江,1,114.9709611,25.82482479,116.0122543,29.71100469,0.3990173030914594
3301,赣州,深圳北,1,114.9709611,25.82482479,114.0354307,22.6155135,0.3990173030914594
3300,赣州,无锡,1,114.9709611,25.82482479,120.3119345,31.59333997,0.3990173030914594
3924,齐齐哈尔,大连北,1,124.0014228,47.34600489,121.6138656,39.02285489,0.3990173030914594
3356,连云港,宁波,1,119.1700137,34.61480282,121.5428536,29.86758477,0.3990173030914594
2940,福州,汉口,1,119.3265624,26.11982665,-1.0,-1.0,0.3990173030914594
3299,赣州,厦门北,1,114.9709611,25.82482479,118.0805353,24.64265118,0.3990173030914594
2923,福州,南京南,1,119.3265624,26.11982665,118.8045165,31.97440034,0.3990173030914594
3919,齐齐哈尔,古莲,1,124.0014228,47.34600489,122.3854939,52.96687552,0.3990173030914594
3918,齐齐哈尔,北安,1,124.0014228,47.34600489,126.5188199,48.24168633,0.3990173030914594
3306,赣州西,上海虹桥,1,114.9709611,25.82482479,121.3270978,31.19997528,0.3990173030914594
3905,黄山北,常州北,1,118.2798059,29.81957795,119.961816,31.86044254,0.3990173030914594
3902,黄山北,南京南,1,118.2798059,29.81957795,118.8045165,31.97440034,0.3990173030914594
2900,石家庄,衡水北,1,114.4909897,38.01654849,115.6973163,37.75031988,0.3990173030914594
3379,通化,集安,1,125.9865807,41.75955854,126.2177982,41.14827567,0.3990173030914594
3888,麻城,九江,1,114.9704589,31.15192827,116.0122543,29.71100469,0.3990173030914594
3887,麓谷,长沙,1,-1.0,-1.0,113.019607,28.19959597,0.3990173030914594
3376,通化,大连,1,125.9865807,41.75955854,121.639161,38.92851844,0.3990173030914594
2905,石家庄北,天津,1,114.4719005,38.072183,117.2167068,39.14138387,0.3990173030914594
3884,鹰潭,萍乡,1,117.0344131,28.24103496,113.8477277,27.65331565,0.3990173030914594
3377,通化,山海关,1,125.9865807,41.75955854,119.7738814,40.00667542,0.3990173030914594
3883,鹰潭,上饶,1,117.0344131,28.24103496,118.0140937,28.49661068,0.3990173030914594
3338,达州,营山,1,107.4596849,31.20454223,106.5750944,31.0709763,0.3990173030914594
3378,通化,白河,1,125.9865807,41.75955854,128.1388188,42.45972128,0.3990173030914594
3882,鹤岗,大连北,1,130.2906884,47.34645636,121.6138656,39.02285489,0.3990173030914594
2902,石家庄,邢台东,1,114.4909897,38.01654849,114.5985215,37.09746663,0.3990173030914594
2906,石家庄北,衡水,1,114.4719005,38.072183,115.6973163,37.75031988,0.3990173030914594
3336,达州,成都,1,107.4596849,31.20454223,104.0797802,30.70361284,0.3990173030914594
2968,福州南,诏安,1,119.3971327,25.99185529,117.1053059,23.7782777,0.3990173030914594
3381,通州,北京西,1,-1.0,-1.0,116.3275639,39.90092693,0.3990173030914594
3382,通州西,密云北,1,116.6337145,39.91028043,116.8601055,40.40117516,0.3990173030914594
2970,福田,佛山西,1,-1.0,-1.0,113.1104704,23.05302647,0.3990173030914594
3383,通州西,怀柔北,1,116.6337145,39.91028043,116.6992889,40.41460543,0.3990173030914594
3942,龙井,沈阳,1,129.4209387,42.90928511,123.3998531,41.80100261,0.3990173030914594
3384,通州西,承德,1,116.6337145,39.91028043,117.9608421,40.97163181,0.3990173030914594
3385,通辽,北京,1,122.2775491,43.61141876,116.4337332,39.90979135,0.3990173030914594
3943,龙口市,威海,1,-1.0,-1.0,122.1509449,37.43282054,0.3990173030914594
3889,麻城,淮滨,1,114.9704589,31.15192827,115.418701,32.50685541,0.3990173030914594
3339,达州,重庆北,1,107.4596849,31.20454223,106.5574405,29.61373264,0.3990173030914594
3901,黄山北,南京,1,118.2798059,29.81957795,118.8047545,32.09280914,0.3990173030914594
3895,黄山,北京西,1,118.3287345,29.72837783,116.3275639,39.90092693,0.3990173030914594
3295,赣州,北京西,1,114.9709611,25.82482479,116.3275639,39.90092693,0.3990173030914594
3899,黄山北,亳州南,1,118.2798059,29.81957795,115.8039163,33.85413711,0.3990173030914594
2912,神木,安康,1,110.4943728,38.86698471,109.0240234,32.71818211,0.3990173030914594
